,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,IE89: North Star reference oil,,,,,,,
,,,,,,,,,
Battelle ID,,CD649CO-P,,,,,,,
Sample Type,,CO,,,,,,,
Collection Date,,10/15/14,,,,,,,
Extraction Date,,10/15/14,,,,,,,
Analysis Date,,10/17/14,,,,,,,
Analytical Instrument,,FID,,,,,,,
% Moisture,,NA,,,,,,,
% Lipid,,NA,,,,,,,
Matrix,,OIL,,,,,,,
Sample Size,,5.00,,,,,,,
Size Unit-Basis,,MG_OIL,,,,,,,
Units,,MG/KG_OIL,,Target,% Difference,Qualifier,,,
,,,,,,,,,
n-Nonane,,12474.236,,,,,,,
n-Decane,,12198.03,,,,,,,
n-Undecane,,11202.777,,,,,,,
n-Dodecane,,9821.247,,,,,,,
n-Tridecane,,9010.458,,,,,,,
Isoprenoid RRT 1380,,1976.768,,,,,,,
n-Tetradecane,,8261.752,,,,,,,
Isoprenoid RRT 1470,,3061.049,,,,,,,
n-Pentadecane,,8882.248,,,,,,,
n-Hexadecane,,7181.052,,,,,,,
Norpristane (1650),,2111.598,,,,,,,
n-Heptadecane,,5745.802,,,,,,,
Pristane,,4071.637,,,,,,,
n-Octadecane,,4899.522,,,,,,,
Phytane,,2288.606,,,,,,,
n-Nonadecane,,4476.289,,,,,,,
n-Eicosane,,3882.479,,,,,,,
n-Heneicosane,,3339.566,,,,,,,
n-Docosane,,3003.732,,,,,,,
n-Tricosane,,2670.055,,,,,,,
n-Tetracosane,,2290.835,,,,,,,
n-Pentacosane,,2281.964,,,,,,,
n-Hexacosane,,1863.327,,,,,,,
n-Heptacosane,,1656.366,,,,,,,
n-Octacosane,,1249.608,,,,,,,
n-Nonacosane,,1188.05,,,,,,,
n-Triacontane,,1044.438,,,,,,,
n-Hentriacontane,,981.6,,,,,,,
n-Dotriacontane,,647.329,,,,,,,
n-Tritriacontane,,549.045,,,,,,,
n-Tetratriacontane,,442.791,,,,,,,
n-Pentatriacontane,,381.302,,,,,,,
n-Hexatriacontane,,219.341,J,,,,,,
n-Heptatriacontane,,211.779,J,,,,,,
n-Octatriacontane,,175.996,J,,,,,,
n-Nonatriacontane,,118.972,J,,,,,,
n-Tetracontane,,86.391,J,,,,,,
Sum SHC (C9-C40),,135948.037,,,,,,,
SHC Total (C9-C40),,485832.95,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
n-Tetracosane-d50,,100,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
