,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,Laboratory Control Sample,,,,,,,
,,,,,,,,,
Battelle ID,,CG920LCS-P,,,,,,,
Sample Type,,LCS,,,,,,,
Collection Date,,08/25/15,,,,,,,
Extraction Date,,08/25/15,,,,,,,
Analysis Date,,09/03/15,,,,,,,
Analytical Instrument,,MS,,,,,,,
% Moisture,,46.22,,,,,,,
% Lipid,,NA,,,,,,,
Matrix,,SEDIMENT,,,,,,,
Sample Size,,16.16,,,,,,,
Size Unit-Basis,,G_DRY,,,,,,,
Units,,NG/G_DRY,,Target,% Recovery,Qualifier,,,
,,,,,,,,,
Naphthalene,,110.809,,124.11,89,,,,
C1-Naphthalenes,,0.274,U,,,,,,
C2-Naphthalenes,,0.274,U,,,,,,
C3-Naphthalenes,,0.274,U,,,,,,
C4-Naphthalenes,,0.274,U,,,,,,
Biphenyl,,109.094,,124.08,88,,,,
Acenaphthylene,,121.519,,124.16,98,,,,
Acenaphthene,,119.367,,124.10,96,,,,
Dibenzofuran,,112.805,,124.07,91,,,,
Fluorene,,124.916,,124.20,101,,,,
C1-Fluorenes,,0.071,U,,,,,,
C2-Fluorenes,,0.071,U,,,,,,
C3-Fluorenes,,0.071,U,,,,,,
Anthracene,,121.706,,124.07,98,,,,
Phenanthrene,,116.167,,124.03,94,,,,
C1-Phenanthrenes/Anthracenes,,0.126,U,,,,,,
C2-Phenanthrenes/Anthracenes,,0.126,U,,,,,,
C3-Phenanthrenes/Anthracenes,,0.126,U,,,,,,
C4-Phenanthrenes/Anthracenes,,0.126,U,,,,,,
Retene,,0.179,U,,,,,,
Dibenzothiophene,,102.444,,124.17,83,,,,
C1-Dibenzothiophenes,,0.074,U,,,,,,
C2-Dibenzothiophenes,,0.074,U,,,,,,
C3-Dibenzothiophenes,,0.074,U,,,,,,
C4-Dibenzothiophenes,,0.074,U,,,,,,
Fluoranthene,,130.400,,124.16,105,,,,
Pyrene,,125.086,,124.10,101,,,,
C1-Fluoranthenes/Pyrenes,,0.276,U,,,,,,
C2-Fluoranthenes/Pyrenes,,0.276,U,,,,,,
C3-Fluoranthenes/Pyrenes,,0.276,U,,,,,,
Benzo(a)anthracene,,112.580,,124.13,91,,,,
Chrysene,,105.170,,124.03,85,,,,
C1-Chrysenes,,0.171,U,,,,,,
C2-Chrysenes,,0.171,U,,,,,,
C3-Chrysenes,,0.171,U,,,,,,
C4-Chrysenes,,0.171,U,,,,,,
Benzo(b)fluoranthene,,132.283,,124.26,106,,,,
Benzo(k)fluoranthene,,121.197,,124.08,98,,,,
Benzo(e)pyrene,,111.177,,124.18,90,,,,
Benzo(a)pyrene,,124.300,,123.95,100,,,,
Perylene,,104.652,,124.15,84,,,,
"Indeno(1,2,3-cd)pyrene",,142.001,,124.10,114,,,,
"Dibenz(a,h)anthracene",,139.180,,124.00,112,,,,
"Benzo(g,h,i)perylene",,125.797,,124.17,101,,,,
Total PAH,,2512.650,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,0.118,U,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.118,U,,,,,,
