,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,140624-01: Tilapia,,,,,,,
,,,,,,,,,
Battelle ID,,CD308LCS-P,,,,,,,
Sample Type,,LCS,,,,,,,
Collection Date,,10/17/14,,,,,,,
Extraction Date,,10/17/14,,,,,,,
Analysis Date,,11/07/14,,,,,,,
Analytical Instrument,,MS,,,,,,,
% Moisture,,81.91,,,,,,,
% Lipid,,2.03,,,,,,,
Matrix,,TISSUE,,,,,,,
Sample Size,,3.67,,,,,,,
Size Unit-Basis,,G_DRY,,,,,,,
Units,,NG/G_DRY,,Target,% Recovery,Qualifier,,,
,,,,,,,,,
Naphthalene,,301.079,,273.24,110,,,,
C1-Naphthalenes,,2.917,U,,,,,,
C2-Naphthalenes,,2.917,U,,,,,,
C3-Naphthalenes,,2.917,U,,,,,,
C4-Naphthalenes,,2.917,U,,,,,,
Biphenyl,,253.867,,273.19,93,,,,
Acenaphthylene,,263.078,,273.35,96,,,,
Acenaphthene,,291.953,,273.22,107,,,,
Dibenzofuran,,265.198,,273.16,97,,,,
Fluorene,,294.604,,273.43,108,,,,
C1-Fluorenes,,2.94,U,,,,,,
C2-Fluorenes,,2.94,U,,,,,,
C3-Fluorenes,,2.94,U,,,,,,
Anthracene,,298.565,,273.16,109,,,,
Phenanthrene,,289.317,,273.08,106,,,,
C1-Phenanthrenes/Anthracenes,,2.56,U,,,,,,
C2-Phenanthrenes/Anthracenes,,2.56,U,,,,,,
C3-Phenanthrenes/Anthracenes,,2.56,U,,,,,,
C4-Phenanthrenes/Anthracenes,,2.56,U,,,,,,
Retene,,1.319,U,,,,,,
Dibenzothiophene,,260.394,,273.38,95,,,,
C1-Dibenzothiophenes,,1.246,U,,,,,,
C2-Dibenzothiophenes,,1.246,U,,,,,,
C3-Dibenzothiophenes,,1.246,U,,,,,,
C4-Dibenzothiophenes,,1.246,U,,,,,,
Fluoranthene,,320.173,,273.35,117,,,,
Pyrene,,319.495,,273.22,117,,,,
C1-Fluoranthenes/Pyrenes,,0.827,U,,,,,,
C2-Fluoranthenes/Pyrenes,,0.827,U,,,,,,
C3-Fluoranthenes/Pyrenes,,0.827,U,,,,,,
Benzo(a)anthracene,,291.316,,273.30,107,,,,
Chrysene,,278.191,,273.08,102,,,,
C1-Chrysenes,,0.592,U,,,,,,
C2-Chrysenes,,0.592,U,,,,,,
C3-Chrysenes,,0.592,U,,,,,,
C4-Chrysenes,,0.592,U,,,,,,
Benzo(b)fluoranthene,,332.854,,273.57,122,,,,
Benzo(k)fluoranthene,,318.202,,273.19,116,,,,
Benzo(e)pyrene,,286.607,,273.41,105,,,,
Benzo(a)pyrene,,298.804,,272.89,109,,,,
Perylene,,256.808,,273.32,94,,,,
"Indeno(1,2,3-cd)pyrene",,323.742,,273.22,118,,,,
"Dibenz(a,h)anthracene",,320.34,,273.00,117,,,,
"Benzo(g,h,i)perylene",,317.858,,273.38,116,,,,
Total PAH,,6182.445,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,0.442,U,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.442,U,,,,,,
