,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,IE89: North Star reference oil,,,,,,,
,,,,,,,,,
Battelle ID,,CH072CO-P,,,,,,,
Sample Type,,CO,,,,,,,
Collection Date,,09/03/15,,,,,,,
Extraction Date,,09/03/15,,,,,,,
Analysis Date,,09/04/15,,,,,,,
Analytical Instrument,,MS,,,,,,,
% Moisture,,NA,,,,,,,
% Lipid,,NA,,,,,,,
Matrix,,OIL,,,,,,,
Sample Size,,5.00,,,,,,,
Size Unit-Basis,,MG_OIL,,,,,,,
Units,,MG/KG_OIL,,Target,% Difference,Qualifier,,,
,,,,,,,,,
Naphthalene,,812.390,,,,,,,
C1-Naphthalenes,,2275.103,,,,,,,
C2-Naphthalenes,,2956.341,,,,,,,
C3-Naphthalenes,,2067.163,,,,,,,
C4-Naphthalenes,,901.236,,,,,,,
Biphenyl,,361.734,,,,,,,
Acenaphthylene,,10.832,,,,,,,
Acenaphthene,,15.408,,,,,,,
Dibenzofuran,,71.217,,,,,,,
Fluorene,,180.088,,,,,,,
C1-Fluorenes,,332.474,,,,,,,
C2-Fluorenes,,388.611,,,,,,,
C3-Fluorenes,,316.225,,,,,,,
Anthracene,,2.602,U,,,,,,
Phenanthrene,,394.370,,,,,,,
C1-Phenanthrenes/Anthracenes,,776.810,,,,,,,
C2-Phenanthrenes/Anthracenes,,777.474,,,,,,,
C3-Phenanthrenes/Anthracenes,,544.245,,,,,,,
C4-Phenanthrenes/Anthracenes,,183.468,,,,,,,
Retene,,16.678,,,,,,,
Dibenzothiophene,,94.734,,,,,,,
C1-Dibenzothiophenes,,182.950,,,,,,,
C2-Dibenzothiophenes,,219.447,,,,,,,
C3-Dibenzothiophenes,,144.674,,,,,,,
C4-Dibenzothiophenes,,65.165,,,,,,,
Fluoranthene,,5.533,,,,,,,
Pyrene,,19.787,,,,,,,
C1-Fluoranthenes/Pyrenes,,100.163,,,,,,,
C2-Fluoranthenes/Pyrenes,,139.631,,,,,,,
C3-Fluoranthenes/Pyrenes,,151.067,,,,,,,
Benzo(a)anthracene,,2.010,J,,,,,,
Chrysene,,51.373,,,,,,,
C1-Chrysenes,,85.443,,,,,,,
C2-Chrysenes,,107.703,,,,,,,
C3-Chrysenes,,73.637,,,,,,,
C4-Chrysenes,,45.159,,,,,,,
Benzo(b)fluoranthene,,6.245,,,,,,,
Benzo(k)fluoranthene,,5.171,U,,,,,,
Benzo(e)pyrene,,13.579,,,,,,,
Benzo(a)pyrene,,2.597,U,,,,,,
Perylene,,2.608,U,,,,,,
"Indeno(1,2,3-cd)pyrene",,2.600,U,,,,,,
"Dibenz(a,h)anthracene",,1.006,J,,,,,,
"Benzo(g,h,i)perylene",,1.726,J,,,,,,
Total PAH,,14876.221,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,59.567,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,49.599,,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,29.398,,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,18.129,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,78.272,,,,,,,
