,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,IE89: North Star reference oil,,,,,,,
,,,,,,,,,
Battelle ID,,CD795CO-P,,,,,,,
Sample Type,,CO,,,,,,,
Collection Date,,10/29/14,,,,,,,
Extraction Date,,10/29/14,,,,,,,
Analysis Date,,11/07/14,,,,,,,
Analytical Instrument,,MS,,,,,,,
% Moisture,,NA,,,,,,,
% Lipid,,NA,,,,,,,
Matrix,,OIL,,,,,,,
Sample Size,,5.00,,,,,,,
Size Unit-Basis,,MG_OIL,,,,,,,
Units,,MG/KG_OIL,,Target,% Difference,Qualifier,,,
,,,,,,,,,
Naphthalene,,915.321,,,,,,,
C1-Naphthalenes,,2300.711,,,,,,,
C2-Naphthalenes,,2917.524,,,,,,,
C3-Naphthalenes,,1976.138,,,,,,,
C4-Naphthalenes,,911.654,,,,,,,
Biphenyl,,330.287,,,,,,,
Acenaphthylene,,10.973,,,,,,,
Acenaphthene,,16.655,,,,,,,
Dibenzofuran,,65.433,,,,,,,
Fluorene,,177.548,,,,,,,
C1-Fluorenes,,327.63,,,,,,,
C2-Fluorenes,,365.937,,,,,,,
C3-Fluorenes,,290.547,,,,,,,
Anthracene,,2.665,U,,,,,,
Phenanthrene,,374.576,,,,,,,
C1-Phenanthrenes/Anthracenes,,698.965,,,,,,,
C2-Phenanthrenes/Anthracenes,,704.777,,,,,,,
C3-Phenanthrenes/Anthracenes,,431.367,,,,,,,
C4-Phenanthrenes/Anthracenes,,157.837,,,,,,,
Retene,,19.202,,,,,,,
Dibenzothiophene,,88.074,,,,,,,
C1-Dibenzothiophenes,,173.616,,,,,,,
C2-Dibenzothiophenes,,182.736,,,,,,,
C3-Dibenzothiophenes,,110.943,,,,,,,
C4-Dibenzothiophenes,,49.956,,,,,,,
Fluoranthene,,6.17,,,,,,,
Pyrene,,18.447,,,,,,,
C1-Fluoranthenes/Pyrenes,,93.972,,,,,,,
C2-Fluoranthenes/Pyrenes,,132.61,,,,,,,
C3-Fluoranthenes/Pyrenes,,134.377,,,,,,,
Benzo(a)anthracene,,1.897,J,,,,,,
Chrysene,,48.359,,,,,,,
C1-Chrysenes,,83.267,,,,,,,
C2-Chrysenes,,102.981,,,,,,,
C3-Chrysenes,,82.843,,,,,,,
C4-Chrysenes,,57.006,,,,,,,
Benzo(b)fluoranthene,,4.967,,,,,,,
Benzo(k)fluoranthene,,5.21,U,,,,,,
Benzo(e)pyrene,,12.395,,,,,,,
Benzo(a)pyrene,,1.4,J,,,,,,
Perylene,,2.608,U,,,,,,
"Indeno(1,2,3-cd)pyrene",,2.621,U,,,,,,
"Dibenz(a,h)anthracene",,0.675,J,,,,,,
"Benzo(g,h,i)perylene",,1.314,J,,,,,,
Total PAH,,14361.885,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,71.858,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,57.416,,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,33.506,,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,22.33,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,83.19,,,,,,,
