Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,W03,,,,,,,,,,,,,,
Date:,5/18/2015,,,,,,,,,,,,,,
Time (ADST):,17:33,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
1.601,1.585,1.868181,-1.2638,22.513,18.0423,4.6106,12.5362,,,,,,,,
1.628,1.611,2.093302,-1.4116,25.6151,20.5555,2.9442,12.3389,,,,,,,,
1.652,1.635,2.397769,-1.6065,29.9098,24.0409,2.1448,12.0552,,,,,,,,
1.675,1.658,2.559087,-1.7397,32.2671,25.9578,1.8121,11.9147,,,,,,,,
1.697,1.68,2.618422,-1.7942,33.1509,26.6773,1.649,11.8639,,,,,,,,
1.722,1.704,2.639811,-1.8138,33.471,26.938,1.5946,11.836,,,,,,,,
1.748,1.731,2.647571,-1.8203,33.5867,27.0323,1.637,11.8297,,,,,,,,
1.776,1.758,2.650431,-1.8224,33.6289,27.0666,1.6435,11.807,,,,,,,,
1.803,1.785,2.651482,-1.8231,33.6444,27.0793,1.6315,11.7765,,,,,,,,
1.825,1.807,2.651787,-1.824,33.6496,27.0835,1.6236,11.7854,,,,,,,,
1.847,1.828,2.651816,-1.8249,33.6512,27.0849,1.5903,11.7959,,,,,,,,
1.866,1.847,2.651787,-1.8257,33.6516,27.0851,1.5129,11.8013,,,,,,,,
1.885,1.866,2.651788,-1.826,33.6518,27.0855,1.5047,11.7937,,,,,,,,
1.905,1.886,2.651758,-1.8264,33.6518,27.0855,1.4846,11.7813,,,,,,,,
1.926,1.906,2.65171,-1.8269,33.6518,27.0854,1.4779,11.759,,,,,,,,
1.95,1.93,2.651695,-1.8272,33.6518,27.0855,1.5048,11.7419,,,,,,,,
1.976,1.956,2.65171,-1.827,33.6519,27.0855,1.5697,11.7306,,,,,,,,
2.002,1.982,2.651746,-1.8267,33.6521,27.0856,1.6565,11.7315,,,,,,,,
2.027,2.007,2.651782,-1.8262,33.6521,27.0855,1.6298,11.7279,,,,,,,,
2.051,2.031,2.651825,-1.8258,33.652,27.0856,1.5781,11.7316,,,,,,,,
2.074,2.053,2.651873,-1.8253,33.6521,27.0857,1.5529,11.7294,,,,,,,,
2.095,2.075,2.651904,-1.8249,33.6521,27.0857,1.609,11.729,,,,,,,,
2.119,2.098,2.651907,-1.8247,33.6519,27.0854,1.6504,11.7303,,,,,,,,
2.144,2.123,2.651922,-1.8246,33.652,27.0855,1.6638,11.7284,,,,,,,,
2.172,2.149,2.651979,-1.8245,33.6527,27.086,1.7006,11.7261,,,,,,,,
2.199,2.176,2.652025,-1.8243,33.6531,27.0864,1.6597,11.7294,,,,,,,,
2.224,2.202,2.652009,-1.8245,33.6531,27.0864,1.6119,11.7274,,,,,,,,
2.249,2.226,2.651957,-1.8247,33.6526,27.086,1.6088,11.7305,,,,,,,,
2.272,2.248,2.651912,-1.8249,33.6522,27.0857,1.5418,11.7265,,,,,,,,
2.294,2.271,2.651902,-1.825,33.6521,27.0856,1.4965,11.7289,,,,,,,,
2.321,2.297,2.651957,-1.8244,33.6521,27.0857,1.5524,11.7289,,,,,,,,
2.351,2.327,2.652041,-1.8235,33.6522,27.0857,1.6443,11.7309,,,,,,,,
2.386,2.362,2.652125,-1.8226,33.6523,27.0857,1.6701,11.727,,,,,,,,
